sim,,theo,
X,Y,X,Y
0.001132681577212677,0.011075877991386596,0.0,0.2590
0.001601626747854079,0.014381879719534585,0.5,0.2590
0.002174344099113615,0.017087548601112557,,
0.0024475670556777934,0.0193087700826457,,
0.0030053972586630007,0.02149950421051072,,3
0.003164777316658776,0.02386880712414613,,
0.003702685012394513,0.025965901522887747,,
0.004229725885994157,0.02862245865842189,,
0.0044796627951239065,0.03095058384762244,,8
0.0049976479836101595,0.03360298361674735,,
0.005655090722842732,0.0369642143586556,,
0.006033618360582679,0.03954801758202725,,
0.006631293578066827,0.04257279859952684,,
0.007308658824548855,0.046361941126848105,,
0.007962117062331533,0.04976128106084149,,
0.00842431923051927,0.052483366209779225,,
0.009021994448003418,0.05549508121856389,,
0.009691390691585672,0.05900199795764327,,
0.010097809839474878,0.061289856083622474,,
0.010456414969965369,0.06348821204990457,,
0.010904671383078476,0.06558040669537807,,
0.011403500314594098,0.0684711354888507,,
0.012083930562191439,0.07196780043647696,,
0.01282719333265249,0.07514962482795365,,
0.013295372253015067,0.07761910047506992,,
0.013743628666128174,0.08048491171987157,,
0.01447463143212803,0.083864903910191,,
0.01514001531061386,0.08714154823554107,,
0.015656189362077452,0.08982928561914488,,
0.01619409705781319,0.09245881987301871,,
0.016791772275297337,0.09520268170314791,,
0.01732967997103306,0.09772932113839186,,
0.017867587666768797,0.1002422412644852,,
0.018525030406001355,0.10325896490994393,,
0.019247674078050364,0.10637352524490118,,
0.01972038084096965,0.1088876925809173,,
0.020298133551204328,0.11116281134839942,,
0.020966303794340446,0.11408959730053725,,
0.021638374947986955,0.11726582523723222,,
0.022386012310948944,0.12012609332682148,,
0.0227685244501388,0.12237344682578444,,
0.023461827702420404,0.12454371087332952,,
0.024059502919904552,0.12713208719975136,,
0.024531666341717037,0.12944379079163523,,
0.025039690276578555,0.13175320783199396,,
0.025732993528860174,0.1342661279580873,,
0.026381139098042974,0.13671121372226908,,
0.027095693024724032,0.1392782489011233,,
0.027639577472634597,0.14161967766283357,,
0.028397538316625864,0.1442887068975956,,
0.029044114233722343,0.1470616702925898,,
0.02973144073382912,0.14935965457532302,,
0.030466581251334612,0.1518634284953159,,
0.031165861255791072,0.15423000932380235,,
0.03188307151677204,0.15635650224215247,,
0.03249070798788094,0.158550321399853,,
0.033207918248861906,0.16090801008351957,,
0.03392512850984289,0.16324537386474072,,
0.03464233877082386,0.16556241274351652,,
0.03535954903180484,0.16776766465884257,,
0.03607675929278582,0.16990177941560972,,
0.03679396955376679,0.17197491946504068,,
0.03741156727850041,0.17388291968210273,,
0.038228390075728744,0.17599925014923018,,
0.038945600336709726,0.1779606032352114,,
0.03967077960059048,0.18027154464325357,,
0.04059252760266603,0.18257435609031755,,
0.04126657243127316,0.18467544288061094,,
0.04218632818262376,0.18685274805507457,,
0.0431426085305984,0.18917994938507304,,
0.044045762192574445,0.19153509745593394,,
0.04510829591254627,0.19391565165485158,,
0.046077857932020544,0.1961196332637748,,
0.04691460323649835,0.1980517693024908,,
0.04787088358447299,0.20002963637170892,,
0.04893341730444481,0.2021269122427938,,
0.04991626099541874,0.20426102699956095,,
0.05109832975888737,0.20636567064778227,,
0.05239148159308035,0.20865305364617182,,
0.05350231230032362,0.21070402107475322,,
0.0548039161072891,0.21289148870043953,,
0.05621660298497888,0.215080342114929,,
0.057455420708491495,0.21705924852574943,,
0.05896005761964038,0.21924986082602743,,
0.06042206315164006,0.22132124198966985,,
0.061976018717098846,0.2233998262093987,,
0.06361272931267081,0.22544817434485775,,
0.06514369736976483,0.227334872500703,,
0.06670429377097345,0.2294029313245226,,
0.068643417809922,0.23141509666661736,,
0.07058254184887058,0.23346791181360288,,
0.0727341726318135,0.23549023960692034,,
0.0751248735017501,0.23747191759534697,,
0.07775464445868033,0.23948408293744172,,
0.08038441541561059,0.24136321255443932,,
0.08301418637254082,0.24305110331660967,,
0.08564395732947108,0.24458932888804577,,
0.08827372828640134,0.24596125980311037,,
0.09090349924333158,0.24720846972589638,,
0.09353327020026184,0.24833095865640376,,
0.09616304115719207,0.2493453560602697,,
0.09879281211412233,0.25030155033440565,,
0.10142258307105256,0.2511163941506258,,
0.10405235402798282,0.2518979790355717,,
0.10668212498491306,0.2525714723938762,,
0.10931189594184332,0.25320339208808773,,
0.11194166689877355,0.253743849721295,,
0.11457143785570381,0.2542759926216837,,
0.11720120881263404,0.2547083587282495,,
0.1198309797695643,0.2551324101019967,,
0.12246075072649454,0.25550657307883257,,
0.1250905216834248,0.25584747712439404,,
0.12772029264035503,0.2561384927730441,,
0.1303500635972853,0.2564295084216942,,
0.13297983455421553,0.25666232094061425,,
0.1356096055111458,0.25686187452826004,,
0.13823937646807602,0.2570946870471801,,
0.14086914742500628,0.2572776111691887,,
0.1434989183819365,0.25741064689428583,,
0.14612868933886677,0.25763514468038734,,
0.14875846029579703,0.2578014393367588,,
0.15138823125272727,0.2579012161305817,,
0.15401800220965753,0.25790953086340024,,
0.15664777316658776,0.2580758255197717,,
0.15927754412351802,0.25821717597768745,,
0.16190731508044826,0.25830863803869175,,
0.16453708603737852,0.25832526750432894,,
0.16716685699430875,0.25843335903097037,,
0.169796627951239,0.25850819162633754,,
0.17242639890816924,0.258558080023249,,
0.17505616986509948,0.25853313582479326,,
0.17768594082202976,0.25863291261861615,,
0.18031571177896,0.25869111574834613,,
0.18294548273589023,0.25868280101552754,,
0.18557525369282046,0.25869111574834613,,
0.18820502464975075,0.25870774521398326,,
0.19083479560668098,0.25878257780935043,,
0.19346456656361122,0.25870774521398326,,
0.19609433752054145,0.25881583674062475,,
0.19872410847747174,0.25887403987035473,,
0.20135387943440197,0.25887403987035473,,
0.2039836503913322,0.25887403987035473,,
0.20661342134826244,0.25887403987035473,,
0.20924319230519273,0.25887403987035473,,
0.21187296326212296,0.25887403987035473,,
0.2145027342190532,0.25887403987035473,,
0.21713250517598348,0.2588906693359919,,
0.21976227613291371,0.25896550193135903,,
0.22239204708984395,0.25896550193135903,,
0.22502181804677418,0.25896550193135903,,
0.22765158900370447,0.25896550193135903,,
0.2302813599606347,0.25896550193135903,,
0.23291113091756493,0.25896550193135903,,
0.23554090187449517,0.25896550193135903,,
0.23817067283142546,0.25896550193135903,,
0.2408004437883557,0.25896550193135903,,
0.24343021474528592,0.25896550193135903,,
0.24605998570221616,0.25896550193135903,,
0.24868975665914644,0.25896550193135903,,
0.2513195276160767,0.2590153903282705,,
0.2539492985730069,0.2590569639923634,,
0.25657906952993714,0.2589738166641776,,
0.25920884048686743,0.25896550193135903,,
0.26183861144379766,0.25902370506108907,,
0.2644683824007279,0.2590569639923634,,
0.26709815335765813,0.2589821313969962,,
0.2697279243145884,0.25896550193135903,,
0.27235769527151865,0.25903201979390766,,
0.2749874662284489,0.2590569639923634,,
0.2776172371853792,0.2589738166641776,,
0.2802470081423094,0.25896550193135903,,
0.28287677909923964,0.25903201979390766,,
0.28550655005616987,0.2590569639923634,,
0.28813632101310016,0.25896550193135903,,
0.2907660919700304,0.25896550193135903,,
0.2933958629269606,0.25903201979390766,,
0.29602563388389086,0.2590569639923634,,
0.29865540484082115,0.2590569639923634,,
0.3012851757977514,0.2590569639923634,,
0.3039149467546816,0.2590569639923634,,
0.30654471771161185,0.2590569639923634,,
0.30917448866854214,0.2590569639923634,,
0.31180425962547237,0.2590569639923634,,
0.3144340305824026,0.2590569639923634,,
0.31706380153933283,0.2590486492595448,,
0.3196935724962631,0.25896550193135903,,
0.32232334345319336,0.25896550193135903,,
0.3249531144101236,0.2590403345267262,,
0.3275828853670538,0.2590486492595448,,
0.3302126563239841,0.25896550193135903,,
0.33284242728091434,0.25896550193135903,,
0.3354721982378446,0.2590403345267262,,
0.3381019691947748,0.2590569639923634,,
0.3407317401517051,0.25896550193135903,,
0.34336151110863533,0.25896550193135903,,
0.34599128206556556,0.2590486492595448,,
0.34862105302249585,0.2590486492595448,,
0.3512508239794261,0.25896550193135903,,
0.3538805949363563,0.25896550193135903,,
0.35651036589328655,0.2590486492595448,,
0.35914013685021684,0.2590403345267262,,
0.3617699078071471,0.25896550193135903,,
0.3643996787640773,0.25896550193135903,,
0.36702944972100754,0.2590486492595448,,
0.3696592206779378,0.2590403345267262,,
0.37228899163486806,0.25896550193135903,,
0.3749187625917983,0.25896550193135903,,
0.3775485335487285,0.2590569639923634,,
0.3801783045056588,0.25903201979390766,,
0.38280807546258905,0.25896550193135903,,
0.3854378464195193,0.25896550193135903,,
0.3880676173764495,0.2590569639923634,,
0.3906973883333798,0.25903201979390766,,
0.39332715929031004,0.25896550193135903,,
0.39595693024724027,0.25896550193135903,,
0.3985867012041705,0.2590569639923634,,
0.4012164721611008,0.25903201979390766,,
0.403846243118031,0.25896550193135903,,
0.40647601407496126,0.2589738166641776,,
0.40910578503189154,0.2590569639923634,,
0.4117355559888218,0.25903201979390766,,
0.414365326945752,0.25896550193135903,,
0.41699509790268224,0.2589738166641776,,
0.41962486885961253,0.2590569639923634,,
0.42225463981654277,0.25902370506108907,,
0.42488441077347305,0.25896550193135903,,
0.42751418173040323,0.2589738166641776,,
0.4301439526873335,0.2590569639923634,,
0.4327737236442637,0.25902370506108907,,
0.435403494601194,0.25896550193135903,,
0.4380332655581243,0.2589738166641776,,
0.44066303651505445,0.2590569639923634,,
0.44329280747198474,0.25902370506108907,,
0.44592257842891503,0.25896550193135903,,
0.4485523493858452,0.25899044612981476,,
0.4511821203427755,0.2590569639923634,,
0.45381189129970567,0.25900707559545194,,
0.45644166225663596,0.25896550193135903,,
0.45907143321356625,0.2589821313969962,,
0.4617012041704964,0.2590569639923634,,
0.4643309751274267,0.2590153903282705,,
0.466960746084357,0.25896550193135903,,
0.4695905170412872,0.2589821313969962,,
0.47222028799821747,0.2590569639923634,,
0.47485005895514776,0.25900707559545194,,
0.47747982991207794,0.25896550193135903,,
0.4801096008690082,0.25899044612981476,,
0.4827393718259384,0.2590569639923634,,
0.4853691427828687,0.25900707559545194,,
0.487998913739799,0.25896550193135903,,
0.49062868469672916,0.25899044612981476,,
0.49325845565365944,0.2590569639923634,,
0.49588822661058973,0.25899876086263335,,
0.49827892748052627,0.25900615173624986,,
